,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
13557,ITT1ST0015HS0039CN000770P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Il numero di moschee è proporzionale al numero di musulmani stabilmente presenti nel nostro territorio.,Islamophobia,islamization,facts,25.0,female,PhD
13558,ITT1ST0015HS0039CN000770P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Il numero di moschee è proporzionale al numero di musulmani stabilmente presenti nel nostro territorio.,Islamophobia,islamization,facts,25.0,female,PhD
13559,ITT1ST0015HS0039CN000770T1,"They began to build mosques everywhere, and so they compete with our churches.",The number of mosques is related to the number of the faithful.,Islamophobia,islamization,facts,,,
13560,ITT1ST0015HS0039CN000771,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","La concorrenza fa bene al libero mercato, magari con più scelta ci guadagnamo il paradiso.",Islamophobia,islamization,facts,58.0,male,Master
13561,ITT1ST0015HS0039CN000771P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"La concorrenza fa bene al libero mercato, magari con più scelta ci guadagnamo il paradiso.",Islamophobia,islamization,facts,58.0,male,Master
13562,ITT1ST0015HS0039CN000771P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"La concorrenza fa bene al libero mercato, magari con più scelta ci guadagnamo il paradiso.",Islamophobia,islamization,facts,58.0,male,Master
13563,ITT1ST0015HS0039CN000771T1,"They began to build mosques everywhere, and so they compete with our churches.","Competition is good for the free market, perhaps with more choice, we earn heaven.",Islamophobia,islamization,facts,,,
13564,ITT1ST0015HS0039CN000772,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",Più concorrenza= prezzi più bassi e indulgenze a buon mercato.,Islamophobia,islamization,humor,58.0,male,Master
13565,ITT1ST0015HS0039CN000772P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Più concorrenza= prezzi più bassi e indulgenze a buon mercato.,Islamophobia,islamization,humor,58.0,male,Master
13566,ITT1ST0015HS0039CN000772P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Più concorrenza= prezzi più bassi e indulgenze a buon mercato.,Islamophobia,islamization,humor,58.0,male,Master
13567,ITT1ST0015HS0039CN000772T1,"They began to build mosques everywhere, and so they compete with our churches.",More competition = lower prices and cheap indulgences.,Islamophobia,islamization,humor,,,
13568,ITT1ST0015HS0039CN000773,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","Il diritto di culto è previsto dalla nostra Costituzione. È giusto che abbiano luoghi ufficiali adatti alla preghiera, dove tutto si svolge secondo norme stabilite anche con le autorità locali.",Islamophobia,islamization,facts,55.0,female,Master
13569,ITT1ST0015HS0039CN000773P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"Il diritto di culto è previsto dalla nostra Costituzione. È giusto che abbiano luoghi ufficiali adatti alla preghiera, dove tutto si svolge secondo norme stabilite anche con le autorità locali.",Islamophobia,islamization,facts,55.0,female,Master
13570,ITT1ST0015HS0039CN000773P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"Il diritto di culto è previsto dalla nostra Costituzione. È giusto che abbiano luoghi ufficiali adatti alla preghiera, dove tutto si svolge secondo norme stabilite anche con le autorità locali.",Islamophobia,islamization,facts,55.0,female,Master
13571,ITT1ST0015HS0039CN000773T1,"They began to build mosques everywhere, and so they compete with our churches.","The right to worship is provided by our constitution. It is right that they have ufficial and suitable places for prayer, where everything takes place according to established norms with local authorities.",Islamophobia,islamization,facts,,,
13572,ITT1ST0015HS0039CN000774,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",Il diritto di culto è universale e non credo che i musulmani non possano professare liberamente la propria fede in Italia. Bisogna dialogare con loro e non avere paura di approcciarsi. Solo così si arriverà alla tolleranza totale tra le religioni.,Islamophobia,islamization,facts,17.0,male,Less than high school
13573,ITT1ST0015HS0039CN000774P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Il diritto di culto è universale e non credo che i musulmani non possano professare liberamente la propria fede in Italia. Bisogna dialogare con loro e non avere paura di approcciarsi. Solo così si arriverà alla tolleranza totale tra le religioni.,Islamophobia,islamization,facts,17.0,male,Less than high school
13574,ITT1ST0015HS0039CN000774P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Il diritto di culto è universale e non credo che i musulmani non possano professare liberamente la propria fede in Italia. Bisogna dialogare con loro e non avere paura di approcciarsi. Solo così si arriverà alla tolleranza totale tra le religioni.,Islamophobia,islamization,facts,17.0,male,Less than high school
13575,ITT1ST0015HS0039CN000774T1,"They began to build mosques everywhere, and so they compete with our churches.","The right of worship is universal and I do not believe that Muslims couldn't profess freely their faith in Italy. We have to talk to them and not be afraid to approach. Only so, we will reach the total tolerance between religions.",Islamophobia,islamization,facts,,,
13576,ITT1ST0015HS0039CN000775,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",Nessuno vuole avere più luoghi di culto degli altri. Ci sono cittadini che vogliono un luogo di culto vicino casa.,Islamophobia,islamization,facts,25.0,male,Bachelor
13577,ITT1ST0015HS0039CN000775P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Nessuno vuole avere più luoghi di culto degli altri. Ci sono cittadini che vogliono un luogo di culto vicino casa.,Islamophobia,islamization,facts,25.0,male,Bachelor
13578,ITT1ST0015HS0039CN000775P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Nessuno vuole avere più luoghi di culto degli altri. Ci sono cittadini che vogliono un luogo di culto vicino casa.,Islamophobia,islamization,facts,25.0,male,Bachelor
13579,ITT1ST0015HS0039CN000775T1,"They began to build mosques everywhere, and so they compete with our churches.",No one wants to have more places of worship of others. There are citizens who want a place of worship close to home.,Islamophobia,islamization,facts,,,
13580,ITT1ST0015HS0039CN000776,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","Provi a vedere quante chiese ci sono in Italia e quante moschee. Se lei vivesse a Dubai, e la situazione fosse invertita, non vorrebbe che ci fosse almeno una chiesa?",Islamophobia,islamization,"hypocrisy , question",25.0,male,Bachelor
13581,ITT1ST0015HS0039CN000776P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"Provi a vedere quante chiese ci sono in Italia e quante moschee. Se lei vivesse a Dubai, e la situazione fosse invertita, non vorrebbe che ci fosse almeno una chiesa?",Islamophobia,islamization,"hypocrisy , question",25.0,male,Bachelor
13582,ITT1ST0015HS0039CN000776P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"Provi a vedere quante chiese ci sono in Italia e quante moschee. Se lei vivesse a Dubai, e la situazione fosse invertita, non vorrebbe che ci fosse almeno una chiesa?",Islamophobia,islamization,"hypocrisy , question",25.0,male,Bachelor
13583,ITT1ST0015HS0039CN000776T1,"They began to build mosques everywhere, and so they compete with our churches.","Try to see how many churches there are in Italy and how many mosques. If you lived in Dubai, and the situation was reversed, wouldn't you want that there was at least one church?",Islamophobia,islamization,"hypocrisy , question",,,
13584,ITT1ST0015HS0039CN000777,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",Non vedo che concorrenza possa esserci tra le chiese e le moschee: si va nelle une o nelle altre in base alla propria fede. Non sono supermercati che offrono sconti.,Islamophobia,islamization,"facts , humor",67.0,male,Master
13585,ITT1ST0015HS0039CN000777P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Non vedo che concorrenza possa esserci tra le chiese e le moschee: si va nelle une o nelle altre in base alla propria fede. Non sono supermercati che offrono sconti.,Islamophobia,islamization,"facts , humor",67.0,male,Master
13586,ITT1ST0015HS0039CN000777P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Non vedo che concorrenza possa esserci tra le chiese e le moschee: si va nelle une o nelle altre in base alla propria fede. Non sono supermercati che offrono sconti.,Islamophobia,islamization,"facts , humor",67.0,male,Master
13587,ITT1ST0015HS0039CN000777T1,"They began to build mosques everywhere, and so they compete with our churches.","I do not see which competition can exist between the churches and the mosques, we can go to one or the other according to our faith. They are not supermarkets that offer discounts.",Islamophobia,islamization,"facts , humor",,,
13588,ITT1ST0015HS0039CN000778,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","Speriamo che chiamino buoni architetti, la mia parrocchia sembra un enorme garage di cemento.",Islamophobia,islamization,humor,44.0,female,Master
13589,ITT1ST0015HS0039CN000778P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"Speriamo che chiamino buoni architetti, la mia parrocchia sembra un enorme garage di cemento.",Islamophobia,islamization,humor,44.0,female,Master
13590,ITT1ST0015HS0039CN000778P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"Speriamo che chiamino buoni architetti, la mia parrocchia sembra un enorme garage di cemento.",Islamophobia,islamization,humor,44.0,female,Master
13591,ITT1ST0015HS0039CN000778T1,"They began to build mosques everywhere, and so they compete with our churches.","Let's hope they call good architects, my parish seems a huge garage of concrete.",Islamophobia,islamization,humor,,,
13592,ITT1ST0015HS0039CN000779,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",Il numero di moschee è inifluo rispetto alle chiese.,Islamophobia,islamization,facts,23.0,female,Bachelor
13593,ITT1ST0015HS0039CN000779P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,Il numero di moschee è inifluo rispetto alle chiese.,Islamophobia,islamization,facts,23.0,female,Bachelor
13594,ITT1ST0015HS0039CN000779P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,Il numero di moschee è inifluo rispetto alle chiese.,Islamophobia,islamization,facts,23.0,female,Bachelor
13595,ITT1ST0015HS0039CN000779T1,"They began to build mosques everywhere, and so they compete with our churches.",The number of mosques is irrilevant in relation to the number of churches.,Islamophobia,islamization,facts,,,
13596,ITT1ST0015HS0039CN000780,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","Chi richiede la costruzione di moschee non è interessato a fare concorrenza a chi va in chiesa, ma semplicemente a creare un luogo dove praticare il proprio culto.",Islamophobia,islamization,facts,23.0,male,Bachelor
13597,ITT1ST0015HS0039CN000780P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"Chi richiede la costruzione di moschee non è interessato a fare concorrenza a chi va in chiesa, ma semplicemente a creare un luogo dove praticare il proprio culto.",Islamophobia,islamization,facts,23.0,male,Bachelor
13598,ITT1ST0015HS0039CN000780P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"Chi richiede la costruzione di moschee non è interessato a fare concorrenza a chi va in chiesa, ma semplicemente a creare un luogo dove praticare il proprio culto.",Islamophobia,islamization,facts,23.0,male,Bachelor
13599,ITT1ST0015HS0039CN000780T1,"They began to build mosques everywhere, and so they compete with our churches.","Who requires the construction of mosques is not interested in competing with those who go to church, but simply in creating a place to practice their religion.",Islamophobia,islamization,facts,,,
13600,ITT1ST0015HS0039CN000781,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.","È giusto che ogni confessione religiosa possa avere un luogo di culto in cui professare il proprio credo, come prevede la nostra costituzione.",Islamophobia,islamization,facts,25.0,female,PhD
13601,ITT1ST0015HS0039CN000781P1,Vogliono costruire i loro luoghi di culto in ogni città e in questo modo entrare in contrasto con le nostre chiese.,"È giusto che ogni confessione religiosa possa avere un luogo di culto in cui professare il proprio credo, come prevede la nostra costituzione.",Islamophobia,islamization,facts,25.0,female,PhD
13602,ITT1ST0015HS0039CN000781P2,Stanno costruendo talmente tante moschee che tra poco esisteranno più luoghi di culto per loro che per noi.,"È giusto che ogni confessione religiosa possa avere un luogo di culto in cui professare il proprio credo, come prevede la nostra costituzione.",Islamophobia,islamization,facts,25.0,female,PhD
13603,ITT1ST0015HS0039CN000781T1,"They began to build mosques everywhere, and so they compete with our churches.","It's right that every religion can have a place of worship in which to profess their beliefs, as required by our constitution.",Islamophobia,islamization,facts,,,
13604,ITT1ST0015HS0040CN000621,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Ognuno deve poter esprimere la propria fede.,Islamophobia,islamization,facts,54.0,male,Bachelor
13605,ITT1ST0015HS0040CN000621P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Ognuno deve poter esprimere la propria fede.,Islamophobia,islamization,facts,54.0,male,Bachelor
13606,ITT1ST0015HS0040CN000621P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Ognuno deve poter esprimere la propria fede.,Islamophobia,islamization,facts,54.0,male,Bachelor
13607,ITT1ST0015HS0040CN000621T1,"Damn bastards, they want us to close all churches.",Everyone must be able to express their faith.,Islamophobia,islamization,facts,,,
13608,ITT1ST0015HS0040CN000622,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Non ho mai sentito una pretesa simile.,Islamophobia,islamization,facts,55.0,female,Bachelor
13609,ITT1ST0015HS0040CN000622P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Non ho mai sentito una pretesa simile.,Islamophobia,islamization,facts,55.0,female,Bachelor
13610,ITT1ST0015HS0040CN000622P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Non ho mai sentito una pretesa simile.,Islamophobia,islamization,facts,55.0,female,Bachelor
13611,ITT1ST0015HS0040CN000622T1,"Damn bastards, they want us to close all churches.",I've never heard such a claim.,Islamophobia,islamization,facts,,,
13612,ITT1ST0015HS0040CN000623,Maledetti bastardi vogliono farci chiudere tutte le chiese.,"Lo sapevi che il loro profeta nel 600 d.c. Ha stabilito un governo assieme a ebrei che rispettava la liberta di religione di ogni cittadino. Se ci sono islamici che cercano l'opposto sono in pochi visto che la loro religione, come quella cristiana, prende come modelli i capi spirituali.",Islamophobia,islamization,facts,18.0,female,High school
13613,ITT1ST0015HS0040CN000623P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.","Lo sapevi che il loro profeta nel 600 d.c. Ha stabilito un governo assieme a ebrei che rispettava la liberta di religione di ogni cittadino. Se ci sono islamici che cercano l'opposto sono in pochi visto che la loro religione, come quella cristiana, prende come modelli i capi spirituali.",Islamophobia,islamization,facts,18.0,female,High school
13614,ITT1ST0015HS0040CN000623P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,"Lo sapevi che il loro profeta nel 600 d.c. Ha stabilito un governo assieme a ebrei che rispettava la liberta di religione di ogni cittadino. Se ci sono islamici che cercano l'opposto sono in pochi visto che la loro religione, come quella cristiana, prende come modelli i capi spirituali.",Islamophobia,islamization,facts,18.0,female,High school
13615,ITT1ST0015HS0040CN000623T1,"Damn bastards, they want us to close all churches.","Did you know that their prophet in 600 AD established a government, together with Jews, that respected the freedom of religion of all citizens. If there are Muslims who seek the opposite, they are a minority, since their religion, such as Christianity, takes as its model the spiritual leaders.",Islamophobia,islamization,facts,,,
13616,ITT1ST0015HS0040CN000624,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Dove ha sentito questa notizia?,Islamophobia,islamization,question,55.0,female,Bachelor
13617,ITT1ST0015HS0040CN000624P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Dove ha sentito questa notizia?,Islamophobia,islamization,question,55.0,female,Bachelor
13618,ITT1ST0015HS0040CN000624P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Dove ha sentito questa notizia?,Islamophobia,islamization,question,55.0,female,Bachelor
13619,ITT1ST0015HS0040CN000624T1,"Damn bastards, they want us to close all churches.",Where did you hear this news?,Islamophobia,islamization,question,,,
13620,ITT1ST0015HS0040CN000625,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Chiedono solo di poter praticare la loro religione.,Islamophobia,islamization,facts,41.0,female,High school
13621,ITT1ST0015HS0040CN000625P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Chiedono solo di poter praticare la loro religione.,Islamophobia,islamization,facts,41.0,female,High school
13622,ITT1ST0015HS0040CN000625P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Chiedono solo di poter praticare la loro religione.,Islamophobia,islamization,facts,41.0,female,High school
13623,ITT1ST0015HS0040CN000625T1,"Damn bastards, they want us to close all churches.",They ask only to be able to practice their religion.,Islamophobia,islamization,facts,,,
13624,ITT1ST0015HS0040CN000626,Maledetti bastardi vogliono farci chiudere tutte le chiese.,"Libertà religiosa significa avere il diritto di professare la propria religione. I cattolici hanno diritto ad andare in chiesa così come i musulmani nelle moschee, le due cose posso coesistere!",Islamophobia,islamization,"facts , positive",22.0,female,Bachelor
13625,ITT1ST0015HS0040CN000626P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.","Libertà religiosa significa avere il diritto di professare la propria religione. I cattolici hanno diritto ad andare in chiesa così come i musulmani nelle moschee, le due cose posso coesistere!",Islamophobia,islamization,"facts , positive",22.0,female,Bachelor
13626,ITT1ST0015HS0040CN000626P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,"Libertà religiosa significa avere il diritto di professare la propria religione. I cattolici hanno diritto ad andare in chiesa così come i musulmani nelle moschee, le due cose posso coesistere!",Islamophobia,islamization,"facts , positive",22.0,female,Bachelor
13627,ITT1ST0015HS0040CN000626T1,"Damn bastards, they want us to close all churches.","Religious freedom means having the right to practice one's own religion. Catholics have the right to go to church as well as Muslims in mosques, the two things can co-exist!",Islamophobia,islamization,"facts , positive",,,
13628,ITT1ST0015HS0040CN000627,Maledetti bastardi vogliono farci chiudere tutte le chiese.,"Non ho visto chiese chiudere di recente, ma forse mi sbaglio. Mi sa dire perchè pensa sia così?",Islamophobia,islamization,"facts , question",26.0,female,Bachelor
13629,ITT1ST0015HS0040CN000627P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.","Non ho visto chiese chiudere di recente, ma forse mi sbaglio. Mi sa dire perchè pensa sia così?",Islamophobia,islamization,"facts , question",26.0,female,Bachelor
13630,ITT1ST0015HS0040CN000627P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,"Non ho visto chiese chiudere di recente, ma forse mi sbaglio. Mi sa dire perchè pensa sia così?",Islamophobia,islamization,"facts , question",26.0,female,Bachelor
13631,ITT1ST0015HS0040CN000627T1,"Damn bastards, they want us to close all churches.","I have not seen recently closed churches, but maybe I'm wrong. Can you tell me why do you think so?",Islamophobia,islamization,"facts , question",,,
13632,ITT1ST0015HS0040CN000628,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Conosci il caso di un musulmano che ha cercato di chiudere una chiesa? Sarei molto curiosa di sentirne una storia.,Islamophobia,islamization,question,18.0,female,High school
13633,ITT1ST0015HS0040CN000628P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Conosci il caso di un musulmano che ha cercato di chiudere una chiesa? Sarei molto curiosa di sentirne una storia.,Islamophobia,islamization,question,18.0,female,High school
13634,ITT1ST0015HS0040CN000628P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Conosci il caso di un musulmano che ha cercato di chiudere una chiesa? Sarei molto curiosa di sentirne una storia.,Islamophobia,islamization,question,18.0,female,High school
13635,ITT1ST0015HS0040CN000628T1,"Damn bastards, they want us to close all churches.",Do you know the case of a Muslim who tried to close a church? I would be very curious to hear a story about that.,Islamophobia,islamization,question,,,
13636,ITT1ST0015HS0040CN000629,Maledetti bastardi vogliono farci chiudere tutte le chiese.,"La risposta migliore a questa paura è difendere la tua religione, non attaccare l'Islam; tu frequenti la Chiesa regolarmente?",Islamophobia,islamization,"facts , question",57.0,female,Bachelor
13637,ITT1ST0015HS0040CN000629P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.","La risposta migliore a questa paura è difendere la tua religione, non attaccare l'Islam; tu frequenti la Chiesa regolarmente?",Islamophobia,islamization,"facts , question",57.0,female,Bachelor
13638,ITT1ST0015HS0040CN000629P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,"La risposta migliore a questa paura è difendere la tua religione, non attaccare l'Islam; tu frequenti la Chiesa regolarmente?",Islamophobia,islamization,"facts , question",57.0,female,Bachelor
13639,ITT1ST0015HS0040CN000629T1,"Damn bastards, they want us to close all churches.","The best answer to this fear is to defend your religion, not attack Islam; do you attend church regularly?",Islamophobia,islamization,"facts , question",,,
13640,ITT1ST0015HS0040CN000630,Maledetti bastardi vogliono farci chiudere tutte le chiese.,Impossibile! Ne abbiamo troppe!,Islamophobia,islamization,facts,30.0,female,Bachelor
13641,ITT1ST0015HS0040CN000630P1,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",Impossibile! Ne abbiamo troppe!,Islamophobia,islamization,facts,30.0,female,Bachelor
13642,ITT1ST0015HS0040CN000630P2,Queste persone terribili desiderano serrare tutte le nostre chiese.,Impossibile! Ne abbiamo troppe!,Islamophobia,islamization,facts,30.0,female,Bachelor
13643,ITT1ST0015HS0040CN000630T1,"Damn bastards, they want us to close all churches.",Impossible! We have too many!,Islamophobia,islamization,facts,,,
13644,ITT1ST0015HS0041CN000562,È' in atto una vera e propria invasione islamica.,"Non è vero, i musulmani non sono per definizione invasori, e il cristianesimo rimane comunque la prima religione in Italia.",Islamophobia,islamization,facts,23.0,female,Some university without degree
13645,ITT1ST0015HS0041CN000562P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Non è vero, i musulmani non sono per definizione invasori, e il cristianesimo rimane comunque la prima religione in Italia.",Islamophobia,islamization,facts,23.0,female,Some university without degree
13646,ITT1ST0015HS0041CN000562P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Non è vero, i musulmani non sono per definizione invasori, e il cristianesimo rimane comunque la prima religione in Italia.",Islamophobia,islamization,facts,23.0,female,Some university without degree
13647,ITT1ST0015HS0041CN000562T1,A real Islamic invasion is taking place.,"Not true, Muslims are not invaders for definition, and Christianity is still the first religion in Italy.",Islamophobia,islamization,facts,,,
13648,ITT1ST0015HS0041CN000563,È' in atto una vera e propria invasione islamica.,"Non è corretto parlare di invasione islamica in quanto secondo il Pew Research centre in Italia gli islamici sarebbero il 4,8% della popolazione.",Islamophobia,islamization,facts,29.0,female,Master
13649,ITT1ST0015HS0041CN000563P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Non è corretto parlare di invasione islamica in quanto secondo il Pew Research centre in Italia gli islamici sarebbero il 4,8% della popolazione.",Islamophobia,islamization,facts,29.0,female,Master
13650,ITT1ST0015HS0041CN000563P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Non è corretto parlare di invasione islamica in quanto secondo il Pew Research centre in Italia gli islamici sarebbero il 4,8% della popolazione.",Islamophobia,islamization,facts,29.0,female,Master
13651,ITT1ST0015HS0041CN000563T1,A real Islamic invasion is taking place.,It is not correct to speak of Islamic invasion because according to the 'Pew research center' in Italy Islamists are 4.8% of the population.,Islamophobia,islamization,facts,,,
13652,ITT1ST0015HS0041CN000564,È' in atto una vera e propria invasione islamica.,La invito a fare delle ricerche e scoprirà che solo una piccola parte della popolazione italiana è di religione islamica.,Islamophobia,islamization,facts,17.0,male,Less than high school
13653,ITT1ST0015HS0041CN000564P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,La invito a fare delle ricerche e scoprirà che solo una piccola parte della popolazione italiana è di religione islamica.,Islamophobia,islamization,facts,17.0,male,Less than high school
13654,ITT1ST0015HS0041CN000564P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,La invito a fare delle ricerche e scoprirà che solo una piccola parte della popolazione italiana è di religione islamica.,Islamophobia,islamization,facts,17.0,male,Less than high school
13655,ITT1ST0015HS0041CN000564T1,A real Islamic invasion is taking place.,I exhort you to do some research and you'll find that only a small part of the Italian population is of islamic faith.,Islamophobia,islamization,facts,,,
13656,ITT1ST0015HS0041CN000565,È' in atto una vera e propria invasione islamica.,Su quali dati basa questa affermazione?,Islamophobia,islamization,question,17.0,female,Less than high school
13657,ITT1ST0015HS0041CN000565P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Su quali dati basa questa affermazione?,Islamophobia,islamization,question,17.0,female,Less than high school
13658,ITT1ST0015HS0041CN000565P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Su quali dati basa questa affermazione?,Islamophobia,islamization,question,17.0,female,Less than high school
13659,ITT1ST0015HS0041CN000565T1,A real Islamic invasion is taking place.,On what data is based this statement?,Islamophobia,islamization,question,,,
13660,ITT1ST0015HS0041CN000566,È' in atto una vera e propria invasione islamica.,"Salve, capisco che la percezione del fenomeno sia a volte amplificata anche da alcuni media, ma il numero di musulmani in Italia è inferiore addirittura al 5%.",Islamophobia,islamization,facts,23.0,male,Bachelor
13661,ITT1ST0015HS0041CN000566P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Salve, capisco che la percezione del fenomeno sia a volte amplificata anche da alcuni media, ma il numero di musulmani in Italia è inferiore addirittura al 5%.",Islamophobia,islamization,facts,23.0,male,Bachelor
13662,ITT1ST0015HS0041CN000566P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Salve, capisco che la percezione del fenomeno sia a volte amplificata anche da alcuni media, ma il numero di musulmani in Italia è inferiore addirittura al 5%.",Islamophobia,islamization,facts,23.0,male,Bachelor
13663,ITT1ST0015HS0041CN000566T1,A real Islamic invasion is taking place.,"Hi, I understand that the perception of the phenomenon is sometimes amplified by some media, but the number of Muslims in Italy is even less than 5%.",Islamophobia,islamization,facts,,,
13664,ITT1ST0015HS0041CN000567,È' in atto una vera e propria invasione islamica.,Da che cosa lo presume? Si è informato bene prima di scrivere il commento? Le chiedo di compiere delle ricerche più approfondite.,Islamophobia,islamization,question,17.0,male,Less than high school
13665,ITT1ST0015HS0041CN000567P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Da che cosa lo presume? Si è informato bene prima di scrivere il commento? Le chiedo di compiere delle ricerche più approfondite.,Islamophobia,islamization,question,17.0,male,Less than high school
13666,ITT1ST0015HS0041CN000567P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Da che cosa lo presume? Si è informato bene prima di scrivere il commento? Le chiedo di compiere delle ricerche più approfondite.,Islamophobia,islamization,question,17.0,male,Less than high school
13667,ITT1ST0015HS0041CN000567T1,A real Islamic invasion is taking place.,From what do you presume it? Did you inform yourself well before writing the comment? I ask you to perform in-depth research.,Islamophobia,islamization,question,,,
13668,ITT1ST0015HS0041CN000568,È' in atto una vera e propria invasione islamica.,"Parlare di 'invasione islamica' presuppone il fatto che tutte le persone che arrivano siano musulmane, ebbene non è così! L'africa non è Islam.",Islamophobia,islamization,facts,23.0,female,Some university without degree
13669,ITT1ST0015HS0041CN000568P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Parlare di 'invasione islamica' presuppone il fatto che tutte le persone che arrivano siano musulmane, ebbene non è così! L'africa non è Islam.",Islamophobia,islamization,facts,23.0,female,Some university without degree
13670,ITT1ST0015HS0041CN000568P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Parlare di 'invasione islamica' presuppone il fatto che tutte le persone che arrivano siano musulmane, ebbene non è così! L'africa non è Islam.",Islamophobia,islamization,facts,23.0,female,Some university without degree
